Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_Z_SCORE,AVERAGE_Z_SCORE_ENGLISH,AVERAGE_Z_SCORE_CHINESE
77,394222,just wondering how the chapters were going. you think they are notable enough to have their own article?#,2,,,,-2,,,3,,12,,,,,-7,,,,,0,,,,,-2,,,,5,,,,,-1,,-2,,,,,-7,,-6,,,,,-2,,,-2,,,,0.187402453,blank,blank,blank,-0.365425345,blank,blank,0.07679654,blank,1.784020309,blank,blank,blank,blank,-1.530699251,blank,blank,blank,blank,-0.657340487,blank,blank,blank,blank,-0.983928571,blank,blank,blank,0.994361866,blank,blank,blank,blank,-0.64137606,blank,-0.717745747,blank,blank,blank,blank,-1.732886029,blank,-1.100813596,blank,blank,blank,blank,-0.524590164,blank,blank,-0.293944205,blank,blank,blank,-0.393297735,-0.061851561,-0.835225967
78,164799,"What would the recommended sequencing be, then?... Good Article then Feautred Article recommendation?#",-2,,,,0,,,0,,3,,,,0,0,,,,,-1,,,,,-2,,,,1,,,,,-2,,-1,,,,,0,,1,,,,,0,,,-3,,,,-0.449641663,blank,blank,blank,0.004198932,blank,blank,-0.444317254,blank,0.399298408,blank,blank,blank,-0.241642651,-0.282037103,blank,blank,blank,blank,-0.879040482,blank,blank,blank,blank,-0.983928571,blank,blank,blank,-0.03075346,blank,blank,blank,blank,-0.877002828,blank,-0.481450851,blank,blank,blank,blank,-0.446121324,blank,0.164780329,blank,blank,blank,blank,-0.004163414,blank,blank,-0.520753005,blank,blank,blank,-0.338171662,-0.323095983,-0.360785182
79,576947,"I noticed you added the Jean Chretien link to the homepage, which is nice, but you didn't put any comment for the changelog and you also didn't bump of the last article, you bumped off the 2nd last article. Why?#",-6,,,,-5,,,-2,,5,,,,-3,-8,,,,,-8,,,,,-2,,,,2,,,,,2,,-3,,,,,-4,,4,,,,,-1,,,-1,,,,-1.086685778,blank,blank,blank,-0.919861761,blank,blank,-0.79172645,blank,0.707014386,blank,blank,blank,-0.859180733,-1.709079558,blank,blank,blank,blank,-2.430940451,blank,blank,blank,blank,-0.983928571,blank,blank,blank,0.225525372,blank,blank,blank,blank,0.065504241,blank,-0.954040643,blank,blank,blank,blank,-1.181415441,blank,0.707177726,blank,blank,blank,blank,-0.264376789,blank,blank,-0.067135405,blank,blank,blank,-0.63620999,-0.872095949,-0.282381052
80,207737,"In <url>, you removed a cartoon image of Wendy Thomas that had been used in the infobox on her article. I'm not very familiar with the NFCC policy you cite, so I was wondering if you thought that giving a rationale on the image for use in that particular article would bring it up to specs?#",1,,,,7,,,2,,5,,,,1,0,,,,,1,,,,,2,,,,1,,,,,8,,7,,,,,0,,3,,,,,0,,,2,,,,0.028141424,blank,blank,blank,1.297883901,blank,blank,-0.096908058,blank,0.707014386,blank,blank,blank,-0.035796624,-0.282037103,blank,blank,blank,blank,-0.435640491,blank,blank,blank,blank,0.036479592,blank,blank,blank,-0.03075346,blank,blank,blank,blank,1.479264844,blank,1.408908318,blank,blank,blank,blank,-0.446121324,blank,0.526378593,blank,blank,blank,blank,-0.004163414,blank,blank,0.613290996,blank,blank,blank,0.317729439,0.132042618,0.596259669
81,628231,"Also, 'topological proof'? Isn't 'proof' a bit strong?#",-5,,,,-2,,,-3,,,,,,-3,,,,,2,0,,,,,,0,,-4,1,,,,,,,-1,,,5,,,,-2,,,,-3,,,,-3,,,,-0.927424749,blank,blank,blank,-0.365425345,blank,blank,-0.965431048,blank,blank,blank,blank,blank,-0.859180733,blank,blank,blank,blank,-0.211901625,-0.657340487,blank,blank,blank,blank,blank,-0.398678414,blank,-1.104190007,-0.03075346,blank,blank,blank,blank,blank,blank,-0.481450851,blank,blank,0.8809,blank,blank,blank,-0.377617067,blank,blank,blank,-0.683928464,blank,blank,blank,-0.520753005,blank,blank,blank,-0.478798232,-0.613369541,-0.236569877
82,625715,"When you say you emailed Crystal, do you mean ''Crystal Evans, AKA Country Girl in Girl Authority?'' She was the one who wanted me to recieve the Barnstar?#",-1,,,,-12,,,2,,,,,,-2,,,,,3,3,,,,,,3,,-2,1,,,,,,,-1,,,-2,,,,0,,,,-5,,,,0,,,,-0.290380634,blank,blank,blank,-2.21354673,blank,blank,-0.096908058,blank,blank,blank,blank,blank,-0.653334706,blank,blank,blank,blank,0.007685551,0.0077595,blank,blank,blank,blank,blank,0.262114537,blank,-0.656060946,-0.03075346,blank,blank,blank,blank,blank,blank,-0.481450851,blank,blank,-0.5191,blank,blank,blank,-0.016018803,blank,blank,blank,-1.131086661,blank,blank,blank,0.159673395,blank,blank,blank,-0.40367199,-0.407047216,-0.397596584
83,153143,I seem to have stuffed up creating 4 April 2009 very badly. Can you help?#,-11,,,,12,,,3,,,,,,4,,,,,7,2,,,,,,-3,,0,4,,,,,,,-1,,,2,,,,-4,,,,0,,,,0,,,,-1.882990922,blank,blank,blank,2.221944593,blank,blank,0.07679654,blank,blank,blank,blank,blank,0.581741457,blank,blank,blank,blank,0.886034256,-0.213940496,blank,blank,blank,blank,blank,-1.059471366,blank,-0.207931884,0.738083034,blank,blank,blank,blank,blank,blank,-0.481450851,blank,blank,0.2809,blank,blank,blank,-0.739215332,blank,blank,blank,-0.013191167,blank,blank,blank,0.159673395,blank,blank,blank,0.024784376,0.126696135,-0.158656791
84,414976,"Hello. Regarding <url>, could you tell me what supports this being a free image?#",12,,,,7,,,3,,,,,,7,,,,,12,3,,,,,,1,,7,7,,,,,,,0,,,2,,,,1,,,,0,,,,-8,,,,1.780012741,blank,blank,blank,1.297883901,blank,blank,0.07679654,blank,blank,blank,blank,blank,1.199279539,blank,blank,blank,blank,1.983970136,0.0077595,blank,blank,blank,blank,blank,-0.178414097,blank,1.36051983,1.506919528,blank,blank,blank,blank,blank,blank,-0.245155955,blank,blank,0.2809,blank,blank,blank,0.164780329,blank,blank,blank,-0.013191167,blank,blank,blank,-1.654797006,blank,blank,blank,0.540518844,1.003858624,-0.29349276
85,234380,"Yes, I do have the Family Guy DVD collection, Volume 1, Seasons 1&2. What's up?#",4,,,,-3,,,-6,,,,,,5,,,,,11,3,,,,,,4,,8,1,,,,,,,-1,,,4,,,,0,,,,-3,,,,-9,,,,0.50592451,blank,blank,blank,-0.550237484,blank,blank,-1.486544842,blank,blank,blank,blank,blank,0.787587485,blank,blank,blank,blank,1.76438296,0.0077595,blank,blank,blank,blank,blank,0.482378855,blank,1.58458436,-0.03075346,blank,blank,blank,blank,blank,blank,-0.481450851,blank,blank,0.6809,blank,blank,blank,-0.016018803,blank,blank,blank,-0.683928464,blank,blank,blank,-1.881605806,blank,blank,blank,0.04878414,0.340564654,-0.476420785
86,137251,"An editor you recently blocked for a week, <url>, is now editing the same articles and topics under an IP account <url>. Is this allowed or should it just be ignored?#",10,,,,4,,,3,,,,,,2,,,,,8,-1,,,,,,4,,-1,1,,,,,,,5,,,2,,,,0,,,,0,,,,3,,,,1.461490683,blank,blank,blank,0.743447486,blank,blank,0.07679654,blank,blank,blank,blank,blank,0.170049403,blank,blank,blank,blank,1.105621432,-0.879040482,blank,blank,blank,blank,blank,0.482378855,blank,-0.431996415,-0.03075346,blank,blank,blank,blank,blank,blank,0.936318526,blank,blank,0.2809,blank,blank,blank,-0.016018803,blank,blank,blank,-0.013191167,blank,blank,blank,0.840099796,blank,blank,blank,0.337578742,0.299777116,0.40562167
87,627674,"I agree, and that is something that I have believed to be the case for a few weeks now, but <name> won't let me make any significant changes that would result as such. So has it been propsed that the material be merged?#",9,,,,7,,,-2,,,,,,1,,,,,10,6,,,,,,4,,6,6,,,,,,,7,,,2,,,,-10,,,,1,,,,6,,,,1.302229654,blank,blank,blank,1.297883901,blank,blank,-0.79172645,blank,blank,blank,blank,blank,-0.035796624,blank,blank,blank,blank,1.544795784,0.672859487,blank,blank,blank,blank,blank,0.482378855,blank,1.136455299,1.250640697,blank,blank,blank,blank,blank,blank,1.408908318,blank,blank,0.2809,blank,blank,blank,-1.824010125,blank,blank,blank,0.210387932,blank,blank,blank,1.520526196,blank,blank,blank,0.604030923,0.762191178,0.319342464
88,476597,I'm confused: what did you do? And how did you delete it twice without restoring it in between?#,-11,,,,3,,,-4,,,,,,0,,,,,9,-4,,,,,,5,,1,3,,,,,,,-1,,,-4,,,,-6,,,,-3,,,,-5,,,,-1.882990922,blank,blank,blank,0.558635347,blank,blank,-1.139135646,blank,blank,blank,blank,blank,-0.241642651,blank,blank,blank,blank,1.325208608,-1.544140469,blank,blank,blank,blank,blank,0.702643172,blank,0.016132646,0.481804203,blank,blank,blank,blank,blank,blank,-0.481450851,blank,blank,-0.9191,blank,blank,blank,-1.100813596,blank,blank,blank,-0.683928464,blank,blank,blank,-0.974370606,blank,blank,blank,-0.420224945,-0.191498412,-0.831932703
89,516456,<url>. What do you think should be done?#,-1,,,,3,,,0,,,,,,0,,,,,12,-1,,,,,,4,,0,9,,,,,,,4,,,-3,,,,-8,,,,0,,,,0,,,,-0.290380634,blank,blank,blank,0.558635347,blank,blank,-0.444317254,blank,blank,blank,blank,blank,-0.241642651,blank,blank,blank,blank,1.983970136,-0.879040482,blank,blank,blank,blank,blank,0.482378855,blank,-0.207931884,2.019477191,blank,blank,blank,blank,blank,blank,0.700023629,blank,blank,-0.7191,blank,blank,blank,-1.46241186,blank,blank,blank,-0.013191167,blank,blank,blank,0.159673395,blank,blank,blank,0.117581616,0.331238736,-0.2670012
90,544688,"This would make a great addition to DYK, you know. (<url> :) It's just under a thousand wordsu2014maybe more of your thesis would like to make it onto WP?#",12,,,6,,,,,,-1,,,,,6,2,,,,,,2,,9,7,,,,,,,2,,,3,,,,4,,,,0,,,,,,,,,,,,1.780012741,blank,blank,0.913652114,blank,blank,blank,blank,blank,-0.216133549,blank,blank,blank,blank,0.788244738,0.49432181,blank,blank,blank,blank,blank,0.251215559,blank,1.803675048,1.311989796,blank,blank,blank,blank,blank,blank,0.332164225,blank,blank,0.61274141,blank,blank,blank,0.6809,blank,blank,blank,-0.016018803,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,0.728063757,0.890872282,0.402446708
91,172545,Iulius! Could you provide exact reference of article u017dirmu016bnai part ''Demographics'' ethnicity composition?#,1,,,,,,2,,,,,0,,,0,,,,,5,,,,1,2,,,,,,,,2,2,,,,,3,,,,,,-3,,,,,,-6,,,,0.028141424,blank,blank,blank,blank,blank,0.188563607,blank,blank,blank,blank,-0.366055693,blank,blank,-0.282037103,blank,blank,blank,blank,0.451159491,blank,blank,blank,-0.130560928,0.036479592,blank,blank,blank,blank,blank,blank,blank,0.348700817,0.065504241,blank,blank,blank,blank,0.4809,blank,blank,blank,blank,blank,-0.72148546,blank,blank,blank,blank,blank,-1.201179406,blank,blank,blank,-0.091822452,-0.010615659,-0.205511962
92,71974,The race was advertised and billed as the 100th Indy 500. Are you saying the promoters and Indycar are liars?#,-5,,,,,-9,-6,,,,,-3,,,-3,,,,,-10,,,,-5,-3,,,,,,,,0,-2,,,,,-5,,,,,,-12,-6,,,,,-6,,,,-0.927424749,blank,blank,blank,blank,-1.607530274,-1.445790517,blank,blank,blank,blank,-0.894783222,blank,blank,-0.817178024,blank,blank,blank,blank,-2.874340443,blank,blank,blank,-1.581237911,-1.239030612,blank,blank,blank,blank,blank,blank,blank,-0.393689681,-0.877002828,blank,blank,blank,blank,-1.1191,blank,blank,blank,blank,blank,-2.388460826,-1.903624856,blank,blank,blank,blank,-1.201179406,blank,blank,blank,-1.376455239,-1.423414469,-1.313842933
93,447985,"As a timid Wikipedia end-user who never makes more than a rare grammatical or spelling edit, learning the history to be found on this talk page and Kate's userpage history makes me sad. Why is it that so many communities change the way they do as the size of the project they revolve around increases..?#",-1,,,,,0,5,,,,,-3,,,0,,,,,6,,,,-2,6,,,,,,,,5,-1,,,,,0,,,,,,0,4,,,,,0,,,,-0.290380634,blank,blank,blank,blank,-0.089193831,0.801446403,blank,blank,blank,blank,-0.894783222,blank,blank,-0.282037103,blank,blank,blank,blank,0.672859487,blank,blank,blank,-0.85589942,1.056887755,blank,blank,blank,blank,blank,blank,blank,1.462286563,-0.64137606,blank,blank,blank,blank,-0.1191,blank,blank,blank,blank,blank,-0.165827005,0.973245109,blank,blank,blank,blank,0.159673395,blank,blank,blank,0.127700103,0.014862429,0.278150334
94,537248,Title says it all.<url> I dont have time to put up a page... but might I suggest <url>?#,2,,,,,-12,-3,,,,,-2,,,2,,,,,0,,,,-3,0,,,,,,,,3,0,,,,,3,,,,,,3,4,,,,,-1,,,,0.187402453,blank,blank,blank,blank,-2.113642422,-0.83290772,blank,blank,blank,blank,-0.718540712,blank,blank,0.074723511,blank,blank,blank,blank,-0.657340487,blank,blank,blank,-1.097678917,-0.47372449,blank,blank,blank,blank,blank,blank,blank,0.719896065,-0.405749293,blank,blank,blank,blank,0.4809,blank,blank,blank,blank,blank,0.38983145,0.973245109,blank,blank,blank,blank,-0.067135405,blank,blank,blank,-0.252908633,-0.703963598,0.348497988
95,6478,Thanks. Do you happen to know if the postcard was origianlly published in Japan?#,3,,,,,3,6,,,,,7,,,4,,,,,8,,,,8,8,,,,,,,,2,10,,,,,6,,,,,,9,3,,,,,6,,,,0.346663481,blank,blank,blank,blank,0.416918317,1.005740669,blank,blank,blank,blank,0.867641875,blank,blank,0.431484124,blank,blank,blank,blank,1.116259478,blank,blank,blank,1.561895551,1.567091837,blank,blank,blank,blank,blank,blank,blank,0.348700817,1.950518379,blank,blank,blank,blank,1.0809,blank,blank,blank,blank,blank,1.501148361,0.685558113,blank,blank,blank,blank,1.520526196,blank,blank,blank,1.028646228,0.914211917,1.181225311
96,13280,"Sorry, but which talk page? I came across the graphic at <url> - is there another?#",3,,,,,-1,6,,,,,3,,,4,,,,,10,,,,7,5,,,,,,,,0,4,,,,,7,,,,,,0,5,,,,,3,,,,0.346663481,blank,blank,blank,blank,-0.25789788,1.005740669,blank,blank,blank,blank,0.162671836,blank,blank,0.431484124,blank,blank,blank,blank,1.559659469,blank,blank,blank,1.320116054,0.801785714,blank,blank,blank,blank,blank,blank,blank,-0.393689681,0.536757776,blank,blank,blank,blank,1.2809,blank,blank,blank,blank,blank,-0.165827005,1.260932106,blank,blank,blank,blank,0.840099796,blank,blank,blank,0.623528319,0.671277934,0.559862165
97,599609,So....what's up with this article? Is it a joke?#,-8,,,,,-12,-5,,,,,-7,,,-5,,,,,-8,,,,-6,-5,,,,,,,,0,-1,,,,,-6,,,,,,-6,-11,,,,,-8,,,,-1.405207836,blank,blank,blank,blank,-2.113642422,-1.241496251,blank,blank,blank,blank,-1.59975326,blank,blank,-1.173938637,blank,blank,blank,blank,-2.430940451,blank,blank,blank,-1.823017408,-1.749234694,blank,blank,blank,blank,blank,blank,blank,-0.393689681,-0.64137606,blank,blank,blank,blank,-1.3191,blank,blank,blank,blank,blank,-1.277143916,-3.342059839,blank,blank,blank,blank,-1.654797006,blank,blank,blank,-1.583242676,-1.69215387,-1.43802775
98,532224,The content has recently been added to <url>. Would you consider changing your vote to delete?#,5,,,,,10,-2,,,,,0,,,6,,,,,-1,,,,4,7,,,,,,,,2,2,,,,,3,,,,,,9,4,,,,,0,,,,0.665185539,blank,blank,blank,blank,1.597846662,-0.628613455,blank,blank,blank,blank,-0.366055693,blank,blank,0.788244738,blank,blank,blank,blank,-0.879040482,blank,blank,blank,0.594777563,1.311989796,blank,blank,blank,blank,blank,blank,blank,0.348700817,0.065504241,blank,blank,blank,blank,0.4809,blank,blank,blank,blank,blank,1.501148361,0.973245109,blank,blank,blank,blank,0.159673395,blank,blank,blank,0.472393328,0.385541833,0.588195321
99,629673,No problem. Have you heard anything new about HRE?#,5,,,,,6,5,,,,,5,,,5,,,,,10,,,,4,7,,,,,,,,1,4,,,,,6,,,,,,9,4,,,,,3,,,,0.665185539,blank,blank,blank,blank,0.923030465,0.801446403,blank,blank,blank,blank,0.515156856,blank,blank,0.609864431,blank,blank,blank,blank,1.559659469,blank,blank,blank,0.594777563,1.311989796,blank,blank,blank,blank,blank,blank,blank,-0.022494432,0.536757776,blank,blank,blank,blank,1.0809,blank,blank,blank,blank,blank,1.501148361,0.973245109,blank,blank,blank,blank,0.840099796,blank,blank,blank,0.849340509,0.872638815,0.818276102
100,334732,"Again samething with the second site, again outside of taking they're word for it how do we know they are are right. What is your opinion on the 2 logos in the forum discussion think they were made up?#",4,,,,,-6,2,,,,,-2,,,0,,,,,-11,,,,5,-1,,,,,,,,0,0,,,,,0,,,,,,-8,-7,,,,,0,,,,0.50592451,blank,blank,blank,blank,-1.101418126,0.188563607,blank,blank,blank,blank,-0.718540712,blank,blank,-0.282037103,blank,blank,blank,blank,-3.096040438,blank,blank,blank,0.83655706,-0.728826531,blank,blank,blank,blank,blank,blank,blank,-0.393689681,-0.405749293,blank,blank,blank,blank,-0.1191,blank,blank,blank,blank,blank,-1.647582886,-2.191311853,blank,blank,blank,blank,0.159673395,blank,blank,blank,-0.642398432,-0.549477217,-0.766293386
101,626770,"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy. What are you talking about?#",-9,,,,,,,,,-11,,,-12,-12,,,,,,-12,-10,,,,,,-6,,,,,0,,,,-11,,,-12,,,,,,-12,,,-10,,-5,,,,,-1.564468864,blank,blank,blank,blank,blank,blank,blank,blank,-1.754713439,blank,blank,-3.037812955,-2.711794977,blank,blank,blank,blank,blank,-3.317740434,-2.653079568,blank,blank,blank,blank,blank,-1.493877551,blank,blank,blank,blank,-0.080462142,blank,blank,blank,-2.844399811,blank,blank,-2.5191,blank,blank,blank,blank,blank,-2.388460826,blank,blank,-2.606297164,blank,-2.31732447,blank,blank,blank,blank,-2.253040939,-2.361926827,-2.126007402
102,459747,Howdy Resolute. Is <url> for real?#,-6,,,,,,,,,-5,,,6,-12,,,,,,4,4,,,,,,-7,,,,,6,,,,0,,,-3,,,,,,0,,,-1,,3,,,,,-1.086685778,blank,blank,blank,blank,blank,blank,blank,blank,-0.831565505,blank,blank,1.189722392,-2.711794977,blank,blank,blank,blank,blank,0.229459495,0.492775768,blank,blank,blank,blank,blank,-1.720634921,blank,blank,blank,blank,1.157416959,blank,blank,blank,-0.245155955,blank,blank,-0.7191,blank,blank,blank,blank,blank,-0.165827005,blank,blank,-0.264376789,blank,1.006314915,blank,blank,blank,blank,-0.282265492,-0.634103361,0.128212021
103,102225,"I just reverted your addition of a fossil range template to <url>, because with only an arrow at the very right it didn't seem to add much useful information. Perhaps we could make a separate template to show only the Cenozoic or so, which would allow us to show more detail in these fossil ranges?#",7,,,,,,,,,8,,,1,-2,,,,,,3,4,,,,,,4,,,,,-6,,,,3,,,5,,,,,,12,,,3,,6,,,,,0.983707597,blank,blank,blank,blank,blank,blank,blank,blank,1.168588353,blank,blank,0.015407018,-0.653334706,blank,blank,blank,blank,blank,0.0077595,0.492775768,blank,blank,blank,blank,blank,0.773696145,blank,blank,blank,blank,-1.318341242,blank,blank,blank,0.463728733,blank,blank,0.8809,blank,blank,blank,blank,blank,2.056806816,blank,blank,0.776476711,blank,2.252679684,blank,blank,blank,blank,0.607757721,0.398371382,0.852041784
104,399040,That's making the fundamental assertion that the second source is reliable. Can you prove that it is?#,1,,,,,,,,,-2,,,0,-3,,,,,,-5,0,,,,,,0,,,,,4,,,,-1,,,3,,,,,,6,,,-1,,0,,,,,0.028141424,blank,blank,blank,blank,blank,blank,blank,blank,-0.369991538,blank,blank,-0.219456057,-0.859180733,blank,blank,blank,blank,blank,-1.765840465,-0.406040042,blank,blank,blank,blank,blank,-0.133333333,blank,blank,blank,blank,0.744790592,blank,blank,blank,-0.481450851,blank,blank,0.4809,blank,blank,blank,blank,blank,0.945489906,blank,blank,-0.264376789,blank,-0.240049855,blank,blank,blank,blank,-0.195415211,-0.532242963,0.197550501
105,620486,? What?#,,,,-3,,,,,,,,,-6,,,-5,-12,,,,,,-9,-2,,,,,,-9,,,,,-10,,,,-2,,,-12,,,,,,-9,,,-3,,0,,blank,blank,blank,-0.645599446,blank,blank,blank,blank,blank,blank,blank,blank,-1.628634506,blank,blank,-1.125373687,-2.544473858,blank,blank,blank,blank,blank,-2.402654867,-0.85589942,blank,blank,blank,blank,blank,-2.42090637,blank,blank,blank,blank,-2.64785553,blank,blank,blank,-0.5191,blank,blank,-2.542966014,blank,blank,blank,blank,blank,-2.346083789,blank,blank,-0.520753005,blank,0.088115436,blank,-1.547091158,-1.660506022,-1.414773817
106,71828,"There seems to have been something wrong with the pages you made on the V8 Supercar Championship Series - a glitch with the ""align"" tags in the beginning infobox made the text grotesquely overflow the margins. I've trimmed these down; mind checking my work?#",7,,,,,,,,,7,,,0,-1,,,,,,-3,3,,,,,,3,,,,,3,,,,1,,,2,,,,,,12,,,0,,3,,,,,0.983707597,blank,blank,blank,blank,blank,blank,blank,blank,1.014730364,blank,blank,-0.219456057,-0.447488678,blank,blank,blank,blank,blank,-1.322440474,0.268071815,blank,blank,blank,blank,blank,0.546938776,blank,blank,blank,blank,0.538477409,blank,blank,blank,-0.008861059,blank,blank,0.2809,blank,blank,blank,blank,blank,2.056806816,blank,blank,-0.004163414,blank,1.006314915,blank,blank,blank,blank,0.361041385,0.117723335,0.644912445
107,475979,"Some links look notable, others do not, <url>. Thoughts?#",3,,,,,,,,,9,,,7,-4,,,,,,-1,3,,,,,,5,,,,,6,,,,2,,,0,,,,,,6,,,-1,,3,,,,,0.346663481,blank,blank,blank,blank,blank,blank,blank,blank,1.322446342,blank,blank,1.424585467,-1.06502676,blank,blank,blank,blank,blank,-0.879040482,0.268071815,blank,blank,blank,blank,blank,1.000453515,blank,blank,blank,blank,1.157416959,blank,blank,blank,0.227433837,blank,blank,-0.1191,blank,blank,blank,blank,blank,0.945489906,blank,blank,-0.264376789,blank,1.006314915,blank,blank,blank,blank,0.4131794,0.345450483,0.492196471
108,532687,You might be just the person I need- <url> has just been repeatedly vandalised and with ? German - in there - wonder what you would do with the vandal?#,4,,,,,,,,,6,,,7,-2,,,,,,3,4,,,,,,2,,,,,-6,,,,2,,,-6,,,,,,3,,,-1,,4,,,,,0.50592451,blank,blank,blank,blank,blank,blank,blank,blank,0.860872375,blank,blank,1.424585467,-0.653334706,blank,blank,blank,blank,blank,0.0077595,0.492775768,blank,blank,blank,blank,blank,0.320181406,blank,blank,blank,blank,-1.318341242,blank,blank,blank,0.227433837,blank,blank,-1.3191,blank,blank,blank,blank,blank,0.38983145,blank,blank,-0.264376789,blank,1.421769838,blank,blank,blank,blank,0.16122934,0.422680617,-0.143797151
109,500692,"Hello, I know that the article <url> isn't exactly football related, but can you help out on <url>? and tell me if the article is ready for a GA nominee?#",4,,,,,,,,,11,,,6,-1,,,,,,5,2,,,,,,4,,,,,1,,,,2,,,6,,,,,,6,,,-1,,0,,,,,0.50592451,blank,blank,blank,blank,blank,blank,blank,blank,1.63016232,blank,blank,1.189722392,-0.447488678,blank,blank,blank,blank,blank,0.451159491,0.043367863,blank,blank,blank,blank,blank,0.773696145,blank,blank,blank,blank,0.125851042,blank,blank,blank,0.227433837,blank,blank,1.0809,blank,blank,blank,blank,blank,0.945489906,blank,blank,-0.264376789,blank,-0.240049855,blank,blank,blank,blank,0.463214783,0.592363435,0.312541357
110,303013,Based on what? Don't you think a little discussion is in order before doing this?#,-3,,,,,,,,,-8,,,-4,-12,,,,,,-12,-1,,,,,,-3,,,,,4,,,,-3,,,-3,,,,,,-12,,,-3,,-5,,,,,-0.608902692,blank,blank,blank,blank,blank,blank,blank,blank,-1.293139472,blank,blank,-1.158908356,-2.711794977,blank,blank,blank,blank,blank,-3.317740434,-0.630743995,blank,blank,blank,blank,blank,-0.813605442,blank,blank,blank,blank,0.744790592,blank,blank,blank,-0.954040643,blank,blank,-0.7191,blank,blank,blank,blank,blank,-2.388460826,blank,blank,-0.784803539,blank,-2.31732447,blank,blank,blank,blank,-1.304136481,-1.504976481,-1.069823148
111,300945,I tried to fix your problem with <url>. Is that what you were looking for?#,9,,,,,,8,,0,,,12,,,1,,0,,,-8,,,,,3,,,,,,1,,,,,0,,-2,,,,4,,,,,,6,,,,0,,,1.302229654,blank,blank,blank,blank,blank,1.4143292,blank,-0.149066672,blank,blank,1.748854424,blank,blank,-0.103656796,blank,0.102779616,blank,blank,-2.430940451,blank,blank,blank,blank,0.291581633,blank,blank,blank,blank,blank,-0.101003231,blank,blank,blank,blank,-0.245155955,blank,-0.46152188,blank,blank,blank,0.752605561,blank,blank,blank,blank,blank,1.557116836,blank,blank,blank,-0.284489478,blank,blank,0.242404462,0.230567486,0.263711017
112,475912,I was really unsure on what to do with <url> so I made it into a dab. That ok?#,-1,,,,,,7,,-5,,,5,,,-1,,-6,,,0,,,,,4,,,,,,0,,,,,-1,,-2,,,,2,,,,,,6,,,,3,,,-0.290380634,blank,blank,blank,blank,blank,1.210034934,blank,-1.105345599,blank,blank,0.515156856,blank,blank,-0.46041741,blank,-1.220847121,blank,blank,-0.657340487,blank,blank,blank,blank,0.546683673,blank,blank,blank,blank,blank,-0.27104234,blank,blank,blank,blank,-0.481450851,blank,-0.46152188,blank,blank,blank,0.340659114,blank,blank,blank,blank,blank,1.557116836,blank,blank,blank,0.494933749,blank,blank,-0.020268654,-0.192610903,0.289947394
113,520796,What do you think? Perhaps the coat of arms field can contain the picture that the article's family name infobox already has?#,10,,,,,,6,,3,,,8,,,1,,1,,,1,,,,,7,,,,,,5,,,,,0,,8,,,,3,,,,,,9,,,,5,,,1.461490683,blank,blank,blank,blank,blank,1.005740669,blank,0.424700685,blank,blank,1.043884385,blank,blank,-0.103656796,blank,0.323384072,blank,blank,-0.435640491,blank,blank,blank,blank,1.311989796,blank,blank,blank,blank,blank,0.579153205,blank,blank,blank,blank,-0.245155955,blank,1.694115111,blank,blank,blank,0.546632338,blank,blank,blank,blank,blank,2.337756961,blank,blank,blank,1.014549234,blank,blank,0.782781707,0.623449579,1.069579538
114,343273,"I consider <url> to be the single most important edit I have ever made. God, what is happening with The Beatles coverage on Wikipedia?#",-6,,,,,,-3,,-6,,,5,,,-2,,-3,,,0,,,,,0,,,,,,2,,,,,0,,0,,,,-3,,,,,,0,,,,1,,,-1.086685778,blank,blank,blank,blank,blank,-0.83290772,blank,-1.296601385,blank,blank,0.515156856,blank,blank,-0.638797717,blank,-0.559033752,blank,blank,-0.657340487,blank,blank,blank,blank,-0.47372449,blank,blank,blank,blank,blank,0.069035878,blank,blank,blank,blank,-0.245155955,blank,-0.030394482,blank,blank,blank,-0.689207003,blank,blank,blank,blank,blank,-0.004163414,blank,blank,blank,-0.024681736,blank,blank,-0.425321513,-0.551210955,-0.198720518
