Community,Num,Id,Request_format,Request,Batch
Wikipedia,137,621427,"I don't think so, &lt;name&gt;. Can we just once attempt to let this pass by without calling for the heads of people?","I don't think so, <name>. Can we just once attempt to let this pass by without calling for the heads of people?",a
Wikipedia,138,198022,"Senta.jpg was garbled or empty or some such, so I deleted it. You might want to try re-uploading?","Senta.jpg was garbled or empty or some such, so I deleted it. You might want to try re-uploading?",a
Wikipedia,139,607112,"It's probably a bit late to be asking this, but why did you dispute the factual accuracy of the page &lt;url&gt;? Also, why was no mention of the nature of the dispute made anywhere?","It's probably a bit late to be asking this, but why did you dispute the factual accuracy of the page <url>? Also, why was no mention of the nature of the dispute made anywhere?",a
Wikipedia,140,619630,"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??","Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??",a
Wikipedia,141,522923,"Just letting you know (since you have mentioned AFDing &lt;url&gt;) that weu2019ve gone to some effort to establish notability with &lt;url&gt;, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish &lt;url&gt; as being notable (&lt;url&gt; and all that)?","Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish <url> as being notable (<url> and all that)?",a
Wikipedia,142,164112,"Hi, you've done a lot of work on comparing Featured Article country articles. Are you aware of any country that got special praise for the selection of images in the article?","Hi, you've done a lot of work on comparing Featured Article country articles. Are you aware of any country that got special praise for the selection of images in the article?",a
Wikipedia,143,627346,"One wonders, of course, who ""Elliott of Macedon"" would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?","One wonders, of course, who ""Elliott of Macedon"" would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?",a
Wikipedia,144,630160,"'SO!?!?'', what has it got to do with you?","'SO!?!?'', what has it got to do with you?",a
Wikipedia,145,559372,how do i propose to change the name of &lt;url&gt; to &lt;url&gt; ??,how do i propose to change the name of <url> to <url> ??,a
Wikipedia,146,623158,"Deletion requires some care: an administrator has to check that the prod tag has been on the article for 5 day continously, that the prod'ed version was not the result of vandalism, that the prod reason is acceptable (possibly checking the talk page), then has to delete the article reporting this reason, possibly deleting the talk page, and finally checking the incoming links. Before starting doing this on every article in the category this adimin relies on the number of categories instead of calculating five days to today?","Deletion requires some care: an administrator has to check that the prod tag has been on the article for 5 day continously, that the prod'ed version was not the result of vandalism, that the prod reason is acceptable (possibly checking the talk page), then has to delete the article reporting this reason, possibly deleting the talk page, and finally checking the incoming links. Before starting doing this on every article in the category this adimin relies on the number of categories instead of calculating five days to today?",a
Wikipedia,147,502036,"Is 10 months sufficient time to relist a Article for deletion Not too soon, correct?","Is 10 months sufficient time to relist a Article for deletion Not too soon, correct?",a
Wikipedia,148,41079,Is Castle Donington an incorporate municipality? Or is it just a place name?,Is Castle Donington an incorporate municipality? Or is it just a place name?,a
Wikipedia,149,415277,Sorry for not replying sooner. What would you like done with your page?,Sorry for not replying sooner. What would you like done with your page?,a
Wikipedia,150,125539,"I am in the process of responding to your message on my talk page. In the mean time, did Lochdale ever inadvertently expose his IP, such as editing while logged out and then logging in and signing?","I am in the process of responding to your message on my talk page. In the mean time, did Lochdale ever inadvertently expose his IP, such as editing while logged out and then logging in and signing?",a
Wikipedia,151,432640,"Hi, I tweaked it again. Could you check please?","Hi, I tweaked it again. Could you check please?",a
Wikipedia,152,255097,"To be quite frank it doesn't matter that the quotes don't appear any other place on the internet, the point is that they violate policy by being here and you could always set up a personal website to host them where all you'd have to worry about is fair use and not Wikipedia's stricter requirements. Are there more of these quote/source pages than &lt;url&gt;, &lt;url&gt; and &lt;url&gt;?","To be quite frank it doesn't matter that the quotes don't appear any other place on the internet, the point is that they violate policy by being here and you could always set up a personal website to host them where all you'd have to worry about is fair use and not Wikipedia's stricter requirements. Are there more of these quote/source pages than <url>, <url> and <url>?",a
Wikipedia,153,565696,Oh dear. Does that mean it's too difficult a read for Wiki?,Oh dear. Does that mean it's too difficult a read for Wiki?,a
Wikipedia,154,620540,"Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right? Is that list to which your link sent me something that Steve had to create, or was it generated automatically?","Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right? Is that list to which your link sent me something that Steve had to create, or was it generated automatically?",a
Wikipedia,155,237753,"I'm wondering why in the &lt;url&gt; article, you keep changing the link &lt;url&gt; to &lt;url&gt; which just redirects to &lt;url&gt;? Why not just leave the link to point to the intended article directy?","I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?",a
Wikipedia,156,589985,"PS I also am wondering about the letter ""ll"". It seems, like the Welsh &lt;url&gt;, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the &lt;url&gt; or &lt;url&gt; pages about it: Can you shed any light on this?","PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?",a
Wikipedia,157,473852,"More a bot to flag articles where persondata and defaultsort disagree, so that humans can check which is correct. I presume your bot already detects cases where DEFAULTSORT and listas disagree?","More a bot to flag articles where persondata and defaultsort disagree, so that humans can check which is correct. I presume your bot already detects cases where DEFAULTSORT and listas disagree?",a
Wikipedia,158,619643,Really? When/where did that happen?,Really? When/where did that happen?,a
Wikipedia,159,196201,The &lt;url&gt; disambiguation page seems to be a model for collecting the related entries for IOOF buildings in a single place. Do you agree?,The <url> disambiguation page seems to be a model for collecting the related entries for IOOF buildings in a single place. Do you agree?,a
Wikipedia,160,564946,"Hi there, I've raised the possibility of unprotecting the tamazepam page &lt;url&gt;. What are your thoughts?","Hi there, I've raised the possibility of unprotecting the tamazepam page <url>. What are your thoughts?",a
Wikipedia,161,291631,"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?","Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?",a
Wikipedia,162,620910,"Thanks, can we write an article on that ? do you think it is notable enough ?","Thanks, can we write an article on that ? do you think it is notable enough ?",a
Wikipedia,163,262902,Why haven't you submitted the diet to Good Article? And when are you going for Featured Article candidates?,Why haven't you submitted the diet to Good Article? And when are you going for Featured Article candidates?,a
Wikipedia,164,624484,"Where is the exception in &lt;url&gt; for ""tossing out citations and verifiable in order to make it easier for the reader""? Who are you to disagree with Nikon's label of ""Compact Professional""?","Where is the exception in <url> for ""tossing out citations and verifiable in order to make it easier for the reader""? Who are you to disagree with Nikon's label of ""Compact Professional""?",a
Wikipedia,165,620852,Thanks! =D And how soon are we going to try to get The Lost Age to Featured Article?,Thanks! =D And how soon are we going to try to get The Lost Age to Featured Article?,a
Wikipedia,166,577073,"I am doing stub cleaning and consolidation that is needed to reduce the incidence of tiny articles. For instance, did you know that the Luis Rodriguez article was linked to by a music producer, two boxers and a singer?","I am doing stub cleaning and consolidation that is needed to reduce the incidence of tiny articles. For instance, did you know that the Luis Rodriguez article was linked to by a music producer, two boxers and a singer?",a
Wikipedia,167,215843,"I didn't remove the image; I just moved it down to the bottom of the box, to avoid having a long stack of images at the top. Is that a problem?","I didn't remove the image; I just moved it down to the bottom of the box, to avoid having a long stack of images at the top. Is that a problem?",a
Wikipedia,168,629841,Is there any way I could talk you into being more conservative with creation of new articles? Do you agree that some of what you're creating here would be seen as obviously deletable material by most editors?,Is there any way I could talk you into being more conservative with creation of new articles? Do you agree that some of what you're creating here would be seen as obviously deletable material by most editors?,a
Wikipedia,169,612483,"I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?","I still prefer Huxley's version, as I don't think that version makes the dying off clear, and ignores the r-type organism analogue. Is there any way to work more emphasis into the dying off part in, as it's absolutely crucial to the removal of unfit forms?",a
Wikipedia,170,554731,"By chance, I have indef blocked &lt;person&gt; over your 31-hour block. Would you like me to keep indef block or change it back to 31 hours?","By chance, I have indef blocked <person> over your 31-hour block. Would you like me to keep indef block or change it back to 31 hours?",a
Wikipedia,171,83784,"OK, the 3920th is done. Any further thoughts?","OK, the 3920th is done. Any further thoughts?",a
Wikipedia,172,384811,"Yobot labelled &lt;url&gt; as a stub, though it has &lt;person&gt;. Perhaps that's a dab template Yobot doesn't know about?","Yobot labelled <url> as a stub, though it has <person>. Perhaps that's a dab template Yobot doesn't know about?",a
Wikipedia,173,508269,"...why not try something a bit more proactive? Now, obviously he's using proxies, but are there no rangeblocks that might make his job harder?","...why not try something a bit more proactive? Now, obviously he's using proxies, but are there no rangeblocks that might make his job harder?",a
Wikipedia,174,328920,The copyediting is being done as I speak. Anything else you can think of?,The copyediting is being done as I speak. Anything else you can think of?,a
Wikipedia,175,594145,thank you. any clue what happened?,thank you. any clue what happened?,a
Wikipedia,176,542963,"See: &lt;url&gt;. If I remember correctly, you said you planned on cleaning up after the bot tagged the images; is that still the case?","See: <url>. If I remember correctly, you said you planned on cleaning up after the bot tagged the images; is that still the case?",a
Wikipedia,177,133725,"I don't think I've used it in Wikipedia. So, if I haven't, why did you bring it up?","I don't think I've used it in Wikipedia. So, if I haven't, why did you bring it up?",a
Wikipedia,178,355457,"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?","Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?",a
Wikipedia,179,496654,"When I find 20 sources calling an Individual Armenian including TURKISH, the NYT and Time's article are presented in a dubious manner, how can I bey considered aggressive? It is the duty of every editor and admin to weed out Original research and dubious citations, no?","When I find 20 sources calling an Individual Armenian including TURKISH, the NYT and Time's article are presented in a dubious manner, how can I bey considered aggressive? It is the duty of every editor and admin to weed out Original research and dubious citations, no?",a
Wikipedia,180,567951,Are you calling me a vandal for visiting your user page? Or am I just &lt;url&gt;?,Are you calling me a vandal for visiting your user page? Or am I just <url>?,a
Wikipedia,181,34411,I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?,I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?,a
Wikipedia,182,381792,It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?,It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?,a
Wikipedia,183,141067,There is a special tool which shows you page sizes? Would you like to know how to use it?,There is a special tool which shows you page sizes? Would you like to know how to use it?,a
Wikipedia,184,258490,"Your &lt;url&gt; is a brilliant idea! Would you mind if I linked to it from my collection of ""Useful things"" on my user page?","Your <url> is a brilliant idea! Would you mind if I linked to it from my collection of ""Useful things"" on my user page?",a
Wikipedia,185,280419,"See the page &lt;url&gt;, and in particular the section &lt;url&gt;. Does that make sense?","See the page <url>, and in particular the section <url>. Does that make sense?",a
Wikipedia,186,625663,"Thank you for your comments. May I refer you to &lt;url&gt;, where I think you will find the sort of criticism section that you are looking for?","Thank you for your comments. May I refer you to <url>, where I think you will find the sort of criticism section that you are looking for?",a
Wikipedia,187,563491,"The Hitchin-related hoax claims by &lt;url&gt; seem to have led to a rather precipitate response, considering that he has only been an editor for a few days. Is there something going on here that isn't obvious?","The Hitchin-related hoax claims by <url> seem to have led to a rather precipitate response, considering that he has only been an editor for a few days. Is there something going on here that isn't obvious?",a
Wikipedia,188,163563,Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?,Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?,a
Wikipedia,189,358625,I can't find anything about Crimson Echoes' Gameplay. Do you think that its good as it is?,I can't find anything about Crimson Echoes' Gameplay. Do you think that its good as it is?,a
Wikipedia,190,380241,"Sorry &lt;name&gt;, but I don't understand. Even if your man didn't meet &lt;url&gt;, how could he fail to meet &lt;url&gt;?","Sorry <name>, but I don't understand. Even if your man didn't meet <url>, how could he fail to meet <url>?",a
Wikipedia,191,214946,"Hey, several of the footnotes that you use in &lt;url&gt; are Harvard footnotes, which means that they need the full citation of the books in works cited section. I imagine you grabbed some of that information from some other places, would you mind retriveing the bibliographic data?","Hey, several of the footnotes that you use in <url> are Harvard footnotes, which means that they need the full citation of the books in works cited section. I imagine you grabbed some of that information from some other places, would you mind retriveing the bibliographic data?",a
Wikipedia,192,231174,Don't you think it's taken too far back to be of any use? Do we have any alternatives?,Don't you think it's taken too far back to be of any use? Do we have any alternatives?,a
Wikipedia,193,619548,How do you save it??,How do you save it??,a
Wikipedia,194,342335,"&lt;url&gt; &lt;url&gt; version, but mighty all the same. Am I wrong?","<url> <url> version, but mighty all the same. Am I wrong?",a
Wikipedia,195,290134,Hi &lt;name&gt;- I'm a touch concerned about the entry on Ian Levine's bio about his comparison to the Abzorbaloff thing. Even if critics have speculated about it- is this really needed on a biographical page?,Hi <name>- I'm a touch concerned about the entry on Ian Levine's bio about his comparison to the Abzorbaloff thing. Even if critics have speculated about it- is this really needed on a biographical page?,a
Wikipedia,196,257087,I get the regular edit page with the instructions and everything when I click on it. Did you replace SOCKMASTER with the actual name of the sockmaster (the account controlling all the sock puppets) in the box?,I get the regular edit page with the instructions and everything when I click on it. Did you replace SOCKMASTER with the actual name of the sockmaster (the account controlling all the sock puppets) in the box?,a
Wikipedia,197,385104,"The &lt;url&gt; states that ''Endymion'' was an &lt;person&gt;, and the only one of five actually built. Does Conway mention this?","The <url> states that ''Endymion'' was an <person>, and the only one of five actually built. Does Conway mention this?",a
Wikipedia,198,529029,last msg ???,last msg ???,a
Wikipedia,199,24580,"Okay. But in that case, shouldn't the meanings ""of"" and ""from"" from some languages be removed from the article as well?","Okay. But in that case, shouldn't the meanings ""of"" and ""from"" from some languages be removed from the article as well?",a
Wikipedia,200,466860,Thanks for the info but the page is still giving the same warnings. Any ideas why this might be happening?,Thanks for the info but the page is still giving the same warnings. Any ideas why this might be happening?,a
Wikipedia,201,226534,"It's cool (&lt;url&gt;), but the high resolution vs. seems to be different, see &lt;url&gt;. Hmm why?","It's cool (<url>), but the high resolution vs. seems to be different, see <url>. Hmm why?",
Wikipedia,202,529244,"Hi &lt;name&gt; I can't seem to find a hook I entered in DYK Feb 24, it's about the novel &lt;url&gt;, along with suggestions from other eds. Can you find what happened to it, please?","Hi <name> I can't seem to find a hook I entered in DYK Feb 24, it's about the novel <url>, along with suggestions from other eds. Can you find what happened to it, please?",
Wikipedia,203,281450,(undent) Your Chinese is much better than mine. Is it possible in Chinese to omit a conjunction such as u548c or u8ddf and let a string of two successive nouns refer to a set of two objects?,(undent) Your Chinese is much better than mine. Is it possible in Chinese to omit a conjunction such as u548c or u8ddf and let a string of two successive nouns refer to a set of two objects?,
Wikipedia,204,377336,"BTW, small step, huh, from Berkely to Soman's talk page. What's next--Cambridge?","BTW, small step, huh, from Berkely to Soman's talk page. What's next--Cambridge?",
Wikipedia,205,559786,"OK, same situation here :-) Marskell and I agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off. Is it OK with you if I go ahead and propose that to Raul?","OK, same situation here :-) Marskell and I agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off. Is it OK with you if I go ahead and propose that to Raul?",
Wikipedia,206,475950,"That line in &lt;url&gt;: ''&lt;url&gt;, the slashed zero character'', shouldn't it be ''&lt;url&gt; or slashed zero, the slashed zero character''? How's &lt;url&gt; doing?","That line in <url>: ''<url>, the slashed zero character'', shouldn't it be ''<url> or slashed zero, the slashed zero character''? How's <url> doing?",
Wikipedia,207,528867,"Hey,saw you had a page in the works in your sandbox. Are you planning to move it to mainspace soon?","Hey,saw you had a page in the works in your sandbox. Are you planning to move it to mainspace soon?",
Wikipedia,208,68487,"Thanks. As for the previous edits, should I make a note on the User Page that it's my account?","Thanks. As for the previous edits, should I make a note on the User Page that it's my account?",
Wikipedia,209,545586,"Uh, okay, the tabs for the pull-down menues, which were visible to me before, are no longer visible. Is this because i screwed up a setting with Twinkle, or because my thinkpad is not displaying the entire page (preliminary fiddling around seems to eliminate this possibility)?","Uh, okay, the tabs for the pull-down menues, which were visible to me before, are no longer visible. Is this because i screwed up a setting with Twinkle, or because my thinkpad is not displaying the entire page (preliminary fiddling around seems to eliminate this possibility)?",
Wikipedia,210,238914,"Hi Editorofthewiki, both images are just fine. I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?","Hi Editorofthewiki, both images are just fine. I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?",
Wikipedia,211,366668,"'&lt;url&gt;'''Please also answer the questions at paragraph '''&lt;url&gt;''' above, as you are looking like a classic bully admin who abuses his powers and should be stripped of that role. Is there any review process in wikipedia, for proposing that you be stripped of your admin powers for bullyism?","'<url>'''Please also answer the questions at paragraph '''<url>''' above, as you are looking like a classic bully admin who abuses his powers and should be stripped of that role. Is there any review process in wikipedia, for proposing that you be stripped of your admin powers for bullyism?",
Wikipedia,212,148625,Great job. Will it be done by next week?,Great job. Will it be done by next week?,
Wikipedia,213,164285,"I aggree... river name then ""River"". Do you think that since it's a list of rivers in China we should use the Chinese name and the international norm name too?","I aggree... river name then ""River"". Do you think that since it's a list of rivers in China we should use the Chinese name and the international norm name too?",
Wikipedia,214,204025,I believe that an opinion about AS belongs only to article about AS (and you are welcome to cite the MS opinion ''in proper context''). However an opinion about MS belongs only to article about MS. Is not this fair and logical?,I believe that an opinion about AS belongs only to article about AS (and you are welcome to cite the MS opinion ''in proper context''). However an opinion about MS belongs only to article about MS. Is not this fair and logical?,
Wikipedia,215,111006,"Another thing, I been working on trying to improve the SVG graphics at the Commons. Except for the white color background, does everything else at &lt;url&gt; look decent?","Another thing, I been working on trying to improve the SVG graphics at the Commons. Except for the white color background, does everything else at <url> look decent?",
Wikipedia,216,470366,"'&lt;name&gt, since you're the uninvolved admin here, can you just block this &lt;url&gt;? Or do I have to report him to Adimistrator noticeboard?","<name>, since you're the uninvolved admin here, can you just block this <url>? Or do I have to report him to Adimistrator noticeboard?",
Wikipedia,217,388738,"Were you the person who originally put FoxTrot up for peer review? If you are, can you help me find the original request for peer review, so someone can resubmit a request and have the article reviewed again?","Were you the person who originally put FoxTrot up for peer review? If you are, can you help me find the original request for peer review, so someone can resubmit a request and have the article reviewed again?",
Wikipedia,218,620867,Wonderful! :) Do you particularly like to work on comics creators' articles?,Wonderful! :) Do you particularly like to work on comics creators' articles?,
Wikipedia,219,40506,"Well, if Mattisse has caused me to CU innocent editors, then it's time for her to be blocked from editing her own talk page. MC, do you think I should withdraw the CU or let it ride?","Well, if Mattisse has caused me to CU innocent editors, then it's time for her to be blocked from editing her own talk page. MC, do you think I should withdraw the CU or let it ride?",
Wikipedia,220,477919,Still wondering and hoping. Rather not?,Still wondering and hoping. Rather not?,
Wikipedia,221,147986,I will have to hunt out my albums and take a look. Do you mean something like a photographer's credit?,I will have to hunt out my albums and take a look. Do you mean something like a photographer's credit?,
Wikipedia,222,51868,"Hi, I have cleaned up this page and, in the Article for Deletion, identified many other sources and additional content. I wonder if you would reconsider your delete !vote please (I will do the necessary expansion as and when there is a reasonable expectation of it being kept)?","Hi, I have cleaned up this page and, in the , identified many other sources and additional content. I wonder if you would reconsider your delete !vote please (I will do the necessary expansion as and when there is a reasonable expectation of it being kept)?",
Wikipedia,223,441207,I tend not to be an Request for Comment closer -- apologies. Hopefully someone else will?,I tend not to be an Request for Comment closer -- apologies. Hopefully someone else will?,
Wikipedia,224,435881,"Why, precisely? And what separates the etiquette of your area of society from our ""conventional etiquette"" speed-developed on the Internet?","Why, precisely? And what separates the etiquette of your area of society from our ""conventional etiquette"" speed-developed on the Internet?",
Wikipedia,225,147298,"&lt;namel&gt; I'm very sorry about confusing the rabbit character in &lt;url&gt; with the official Bugs in &lt;url&gt;. He may not be the gray rabbit that we recognize, but he is supposed to be Bugs in prototype form, right?","<name>, I'm very sorry about confusing the rabbit character in <url> with the official Bugs in <url>. He may not be the gray rabbit that we recognize, but he is supposed to be Bugs in prototype form, right?",
Wikipedia,226,477236,"Hi &lt;name&gt. I'm thinking it might be a bad idea to start linking all unnamed EP recordings to the EP dab page. Could turn into a very massive list, and maybe not the right use for a dab page?","Hi <name>. I'm thinking it might be a bad idea to start linking all unnamed EP recordings to the EP dab page. Could turn into a very massive list, and maybe not the right use for a dab page?",
Wikipedia,227,67318,"Thanks for the various corrections you have made to this article. Do you have a source for the Anglo-Saxon Chronicle date of 921, please?","Thanks for the various corrections you have made to this article. Do you have a source for the Anglo-Saxon Chronicle date of 921, please?",
Wikipedia,228,131724,Thanks for adding that ref to &lt;url&gt;. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?,Thanks for adding that ref to <url>. I don't suppose your copy of Conway's says anything about the roles and fates of ''Schleswig-Holstein'' or ''Schleisen''?,
Wikipedia,229,426845,I am out of YUBC (I wonder myself how can I even post here). Could you do it?,I am out of YUBC (I wonder myself how can I even post here). Could you do it?,
Wikipedia,230,387713,Are you saying that you have a close or imtimate relationship with N.I.?,Are you saying that you have a close or imtimate relationship with N.I.?,
Wikipedia,231,328921,&lt;url&gt; did the copyedit for the Japanese flag article and it was completed today. Is there anything else other than a copyedit that you need for this article?,<url> did the copyedit for the Japanese flag article and it was completed today. Is there anything else other than a copyedit that you need for this article?,
Wikipedia,232,324753,"Huaiwei, there is this guy HkCaGu who insist that we shouldnt put Tianjin as one of Xiamen Airline's destination from Singapore just because it passes by Xiamen(MF's HUB) however, this is a direct flight from singapore to tianjin via xiamen. what are your views?","Huaiwei, there is this guy HkCaGu who insist that we shouldnt put Tianjin as one of Xiamen Airline's destination from Singapore just because it passes by Xiamen(MF's HUB) however, this is a direct flight from singapore to tianjin via xiamen. what are your views?",
Wikipedia,233,326720,"I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?","I was just about to create an article on the 2009 Malawian election; the purpose of adding it to the template was to give me a convenient link when I decided to do it. If red linked elections can't go in the template, why don't you delete all the red linked past elections?",
Wikipedia,234,621053,"I've now blocked them as the account appears to be used only for vandalism. Since your username is prone to being mis-spelled can I suggest you set up some ""dead"" &lt;url&gt; accounts to pre-empt further impersonations?","I've now blocked them as the account appears to be used only for vandalism. Since your username is prone to being mis-spelled can I suggest you set up some ""dead"" <url> accounts to pre-empt further impersonations?",
Wikipedia,235,243655,"Yes, I appreciate that my edits were not the best, but they are currently the best available in Wikipedia for guiding readers in understanding there the emergence of the legal systems of the United Kingdom. Do You have a better suggestion?","Yes, I appreciate that my edits were not the best, but they are currently the best available in Wikipedia for guiding readers in understanding there the emergence of the legal systems of the United Kingdom. Do You have a better suggestion?",
Wikipedia,236,568195,Hi. Just wondering why you deleted the OneCone International article?,Hi. Just wondering why you deleted the OneCone International article?,
Wikipedia,237,625202,"&lt;name&gt; I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?","<name>, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?",
Wikipedia,238,397055,I noticed your edits and the Vote for Deletion discussion on the topic. Are you on facebook?,I noticed your edits and the Vote for Deletion discussion on the topic. Are you on facebook?,
Wikipedia,239,627565,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?,Let's pretend that we have reached an impasse and then we can stop talking to each other. Deal?,
Wikipedia,240,549635,Why are you putting &lt;nowiki&gt;&lt;person&gt;&lt;/nowiki&gt; on several pages related with Yu-musicians? IMO this is a pretty &lt;strike&gt;stup&lt;/strike&gt; meaningless stub to have; why not &lt;nowiki&gt;&lt;person&gt;&lt;/nowiki&gt; instead?,Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?,
Wikipedia,241,397901,"Yeah, I agree. What's up with that?","Yeah, I agree. What's up with that?",
Wikipedia,242,188918,How do you fix all those edits at once? Do you have to be an admin to do so?,How do you fix all those edits at once? Do you have to be an admin to do so?,
Wikipedia,243,17000,"Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per &lt;url&gt;a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?","Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?",
Wikipedia,244,209367,What State are you from? New Jersey?,What State are you from? New Jersey?,
Wikipedia,245,314947,"If you're not using your user page, you should try redirecting it to your talk. Or is this a statement on the futility of userpages in general?","If you're not using your user page, you should try redirecting it to your talk. Or is this a statement on the futility of userpages in general?",
Wikipedia,246,281599,Well? What do you think?,Well? What do you think?,
Wikipedia,247,34065,I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?,I don't think I'll have the time to keep the flies off it all week but I'll have a go (I might get around to incorporating Caitlin Moran's detailed reviews too). Could you not semi it as well?,
Wikipedia,248,590326,"I think I'm gonna request a free image from a Wikipedia biography subject by following &lt;url&gt;. I was wondering, if I'm planning to upload the image to Commons and the subject doesn't speak English to understand the e-mail, what should I do?","I think I'm gonna request a free image from a Wikipedia biography subject by following <url>. I was wondering, if I'm planning to upload the image to Commons and the subject doesn't speak English to understand the e-mail, what should I do?",
Wikipedia,249,144985,"Right, I was demonstrating that one could merge &lt;person&gt; with &lt;person&gt;, that option would not appear on players that were not Dual players. Did anything actually break?","Right, I was demonstrating that one could merge <person> with <person>, that option would not appear on players that were not Dual players. Did anything actually break?",
Wikipedia,250,429116,Turkish boys are circumcised they are Muslim's. Why did you delete it?,Turkish boys are circumcised they are Muslim's. Why did you delete it?,
Wikipedia,251,299277,"I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?","I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?",
Wikipedia,252,126492,So you're interested in both Amiga computers and BDSM! Are you an atheist too?,So you're interested in both Amiga computers and BDSM! Are you an atheist too?,
Wikipedia,253,623938,"One deleteable article at a time, please. This is a &lt;url&gt; G4; do you agree, and if not, why not?","One deleteable article at a time, please. This is a <url> G4; do you agree, and if not, why not?",
Wikipedia,254,89281,You just built an article called Fort Fort Mitchel. Did you mean to have two fort's in the title?,You just built an article called Fort Fort Mitchel. Did you mean to have two fort's in the title?,
Wikipedia,255,898,"""* &lt;url&gt;: 87/88 Quarterfinal (winfall viktory in the second round against former leader of the &lt;url&gt; &lt;url&gt;)""? Is there a misetake?","""* <url>: 87/88 Quarterfinal (winfall viktory in the second round against former leader of the <url> <url>)""? Is there a misetake?",
Wikipedia,256,623275,"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the &lt;url&gt; policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?","Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?",
